question,choices,answer
A 22-year-old woman comes to the office because of urticaria. This is her first episode of urticaria and it has occurred and then resolved several times in the past week. The history and physical examination disclose no abnormalities. Which of the following is the most appropriate course of action?,"['Refer her to an allergist' 'Initiate immunotherapy'
 'Advise her to avoid all potential allergens'
 'Determine the serum IgE concentration'
 'Prescribe antibiotics immediately' 'Treat the symptoms'
 'Schedule her for allergy testing' 'Determine the total eosinophil count'
 'Recommend a skin biopsy' 'Suggest immediate hospitalization']",F
"An investor sued a corporation for stock fraud. In presenting his case-in-chief, the investor sought to introduce an issue of a newspaper to show the corporation's stock price on that given day. Upon objection by the corporation's attorney, this evidence should be","['admitted, because it is relevant to the case.'
 'admitted, under the business records exception.'
 'excluded, because it is considered hearsay.'
 'excluded, because the newspaper is not a credible source.'
 'admitted, under the past recollection recorded exception.'
 'admitted, under the public records exception.'
 'excluded, because it violates the original document rule.'
 'excluded, because the newspaper copy does not fit within any established exception to the hearsay rule.'
 'excluded, because it violates the best evidence rule.'
 'admitted, under the market reports exception.']",J
Sociobiologists believe that there are more males than females with paraphilias because:,"['paraphilias guarantee survival of the species'
 'of hormonal differences between the genders'
 'females have evolved to suppress paraphilias'
 'males are more prone to genetic mutations that lead to paraphilias'
 'males are more likely to report paraphilias due to societal pressures'
 'males are more likely to be influenced by environmental factors'
 'of left brain/right brain differences between the genders'
 'male brains are better developed than are female brains'
 'evolutionary selection has favored the development of males who respond to novel sexual stimuli'
 'sociobiologists do not believe that there are more males than females with paraphilias']",I
"If a star that is 20 light-years from Earth explodes, gravitational waves from the explosion would reach Earth in","['10 years, as gravitational waves travel at double the speed of light'
 '5 years, as gravitational waves travel at four times the speed of light'
 '40 years, as gravitational waves travel at half the speed of light'
 'Instantly, as gravitational waves travel at infinite speed' '20 years.'
 'None of these.'
 '100 years, as gravitational waves travel at a fifth the speed of light'
 'more than 20 years.' 'less than 20 years.' 'It would never reach Earth']",E
"Solder is a lead-tin alloy. 1.00 gram of the alloy treated with warm 30 % HNO_3 gave a lead nitrate solution and some insoluble white residue. After drying, the white residue weighed 0.600 g and was found to be SnO_2. What was the percentage tin in the sample? Sn + 4HNO_3 + SnO_2 + 4N_2 + 2H_2O","['42.3 %' '29.4 %' '35.6 %' '44.7 %' '38.5 %' '47.2 %' '60.8 %' '50.1 %'
 '55.0 %' '32.9 %']",F
"The sole shareholder of an S corporation contributed equipment with a fair market value of $20,000 and a basis of $6,000 subject to $12,000 liability. What amount is the gain, if any, that the shareholder must recognize","['$20,000' '$0' '$4,000' '$12,000' '$10,000' '$14,000' '$8,000' '$18,000'
 '$16,000' '$6,000']",J
What was the name of the first ship to sail around the world?,"['HMS Beagle' 'Columbus' 'Titanic' 'Mayflower' 'Magellan' 'Santa Maria'
 'Endeavour' 'Elizabeth II' 'Triton' 'Victoria']",J
"If an atom remains in an excited state for 10^-8 sec, what is the uncertainty in the energy of that state?","['7.5 x 10^-20 ergs' '8.0 x 10^-18 ergs' '1.0 x 10^-17 ergs'
 '6.6 x 10^-21 ergs' '6.6 x 10^-19 ergs' '5.0 x 10^-19 ergs'
 '6.6 x 10^-20 ergs' '6.6 x 10^-18 ergs' '4.4 x 10^-19 ergs'
 '9.9 x 10^-20 ergs']",E
"This question refers to the following information.
One of the rights which the freeman has always guarded with most jealous care is that of enjoying the rewards of his own industry. Realizing that the power to tax is the power to destroy and that the power to take a certain amount of property or of income is only another way of saying that for a certain proportion of his time a citizen must work for the government, the authority to impose a tax on the people has been most carefully guarded.… A government which lays taxes on the people not required by urgent necessity and sound public policy is not a protector of liberty, but an instrument of tyranny. It condemns the citizen to tyranny. One of the first signs of the breaking down of free government is a disregard by the taxing power of the right of the people to their own property.… Unless the people can enjoy that reasonable security in the possession of their property, which is guaranteed by the Constitution, against unreasonable taxation, freedom is at an end.… With us economy is imperative. It is a full test of our national character.… It is always the people who toil that pay.
—Calvin Coolidge, ""Economy in the Interest of All,"" June 30, 1924
Which of the following presidents would be most likely to share Coolidge's sentiments?","['Dwight D. Eisenhower' 'John F. Kennedy' 'Lyndon B. Johnson'
 'George W. Bush' 'Ronald Reagan' 'Bill Clinton' 'Barack Obama'
 'Franklin D. Roosevelt' 'Jimmy Carter' 'Richard Nixon']",E
"A piece of ground glass of diameter D is illuminated uniformly by a laser beam, and a speckle pattern is formed on a screen at a distance L. Show that the smallest detail in the pattern is of order of size (\lambdaL/ D), where \lambda is the wavelength of the beam of light. If the screen is viewed from a distance of 250 mm and if L = 2 m, how large must the ground glass be to make the smallest detail unobservable to the eye? (\lambda = 632.8 nm)","['13.3 mm' '10.3 mm' '15.3 mm' '12.3 mm' '9.3 mm' '16.3 mm' '8.3 mm'
 '7.3 mm' '11.3 mm' '14.3 mm']",I
Find theeigenvaluesof matrices (a)\vert31\vert \vert13\vert (b)\vert221\vert \vert131\vert \vert122\vert (c)\vert2- 10\vert \vert946\vert \vert- 80- 3\vert,"['Eigenvalues are 4, 1 for the first matrix; 3, 1, 1 for the second matrix; 1, -1, 4 for the third matrix'
 'Eigenvalues are 3, 2 for the first matrix; 1, 1, 4 for the second matrix; 1, -1, 3 for the third matrix'
 'Eigenvalues are 4, 2 for the first matrix; 1, 2, 3 for the second matrix; 1, -1, 2 for the third matrix'
 'Eigenvalues are 5, 2 for the first matrix; 1, 2, 3 for the second matrix; 1, 1, 3 for the third matrix'
 'Eigenvalues are 4, 4 for the first matrix; 2, 1, 5 for the second matrix; -1, 1, 4 for the third matrix'
 'Eigenvalues are 2, 4 for the first matrix; 2, 2, 3 for the second matrix; -1, 1, 3 for the third matrix'
 'Eigenvalues are 2, 3 for the first matrix; 1, 1, 2 for the second matrix; 2, -2, 3 for the third matrix'
 'Eigenvalues are 5, 1 for the first matrix; 1, 2, 2 for the second matrix; 2, -1, 1 for the third matrix'
 'Eigenvalues are 4, 2 for the first matrix; 1, 1, 5 for the second matrix; 1, -1, 3 for the third matrix'
 'Eigenvalues are 3, 1 for the first matrix; 1, 3, 4 for the second matrix; 3, -1, 1 for the third matrix']",I
Brown cosigned Royal's $50000 note to State Bank. If Royal is later adjudicated mentally incompetent what would be Brown's liability on the note?,"['Liable to pay State only if State first seeks payment from Royal.'
 'Not liable to pay State as Brown was only a voluntary surety.'
 'Liable to pay State only if Royal fails to meet the payment deadline.'
 ""Not liable to pay State, as Royal's mental incompetency releases all cosigners from liability.""
 'Not liable to pay State unless Brown was a compensated surety.'
 ""Liable to pay State, but only half of the note due to Royal's mental incompetency.""
 ""Not liable to pay State because Royal's incompetency discharges Royal as a surety.""
 'Liable to pay State on the due date of the note.'
 ""Not liable to pay State, as Brown's liability is dependent on Royal's mental competency at the time of signing.""
 ""Liable to pay State, but only if Royal's assets are insufficient to cover the debt.""]",H
Ty has 12 weeks to read a certain number of books. He will spend 2 weeks reading each book. Which expression can Ty use to find the total number of books he will read?,"['2 / 12' '2 * 2 * 2 * 2 * 2 * 2' '2 + 2 + 2 + 2 + 2 + 2' '12 – 2 – 2 – 2'
 '12 + 2 + 2 + 2 + 2 + 2 + 2' '12 – 2' '12 * 2' '12 + 12'
 '12 – 2 – 2 – 2 – 2 – 2 – 2']",I
"A cyclotron has an oscillator frequency of 11.4 Mc \bullet s^-1 and a radius of 60 cm. What magnetic induction is required to accelerate protons of mass 1.67 x 10^-27 kg and charge 1.6 × 10^-1 9 C, and what is the final energy that they acquire? What error is made by assuming that the mass of the protons remains constant?","['0.77 Wb m^-2, 0.165 × 10^-11 J, 1.15%'
 '0.72Wb\x08ulletm^-2, 0.145 × 10^-11 J, 0.95%'
 '0.75Wb\x08ulletm^-2, 0.160 × 10^-11 J, 1.10%'
 '0.80 Wb m^-2, 0.172 × 10^-11 J, 0.92%'
 '0.76 Wb m^-2, 0.158 × 10^-11 J, 1.00%'
 '0.65 Wb m^-2, 0.120 × 10^-11 J, 1.05%'
 '0.748Wb\x08ulletm^-2, 0.154 × 10^-11 J, 1.02%'
 '0.68Wb\x08ulletm^-2, 0.132 × 10^-11 J, 0.98%'
 '0.73 Wb m^-2, 0.142 × 10^-11 J, 1.08%'
 '0.70 Wb m^-2, 0.138 × 10^-11 J, 0.99%']",G
Find Antilog_10 0.8762 - 2.,"['8.762' '0.8762' '0.0752' '0.8752' '1.752' '0.00752' '752' '0.752' '7.52'
 '75.2']",C
"Assume all gases are perfect unless stated otherwise. Note that 1 atm = 1.013 25 bar. Unless otherwise stated, thermochemical data are for 298.15 K. Concerns over the harmful effects of chlorofluorocarbons on stratospheric ozone have motivated a search for new refrigerants. One such alternative is 2,2-dichloro-1,1,1-trifluoroethane (refrigerant 123). Younglove and McLinden published a compendium of thermophysical properties of this substance (J. Phys. Chem. Ref. Data 23, 7 (1994)), from which properties such as the Joule-Thomson coefficient $\mu$ can be computed. Compute $\mu$ at 1.00 bar and $50^{\circ} \mathrm{C}$ given that $(\partial H / \partial p)_T=-3.29 \times 10^3 \mathrm{~J} \mathrm{MPa}^{-1} \mathrm{~mol}^{-1}$ and $C_{p, \mathrm{~m}}=110.0 \mathrm{~J} \mathrm{~K}^{-1} \mathrm{~mol}^{-1}$.","['26.7$\\mathrm{K} \\mathrm{MPa}^{-1}$'
 '34.7$\\mathrm{K} \\mathrm{MPa}^{-1}$'
 ' 29.9$\\mathrm{K} \\mathrm{MPa}^{-1}$'
 '31.5$\\mathrm{K} \\mathrm{MPa}^{-1}$'
 '32.2$\\mathrm{K} \\mathrm{MPa}^{-1}$'
 '24.3$\\mathrm{K} \\mathrm{MPa}^{-1}$'
 '35.0$\\mathrm{K} \\mathrm{MPa}^{-1}$'
 '28.6$\\mathrm{K} \\mathrm{MPa}^{-1}$'
 '27.5$\\mathrm{K} \\mathrm{MPa}^{-1}$'
 '33.1$\\mathrm{K} \\mathrm{MPa}^{-1}$']",C
The capital structure of Merritt Co. is 20% common equity and debt equal to 80%. The cost of common equity is 10% and the pretax cost of debt is 5%. Merritt's tax rate is 21%. What is Merritt's weighted-average cost of capital?,"['5.16%' '8.00%' '7.50%' '7.80%' '6.00%' '6.50%' '7.20%' '5.80%' '4.50%'
 '6.98%']",A
"James Owen accepted a draft, dated December 9, drawn by Parker Bros, for $815.50 at 6% payable 4 months after date. Parker Bros, had the draft discounted at the bank on January 9 at 6(1/2)%. A charge of (1/8)% for collecting it when due was also charged. What were the proceeds?","['$809.35' '$817.2' '$13.52' '$792.40' '$834.67' '$842.10' '$815.50'
 '$800.00' '$825.75' '$831.81']",B
